Date,Agriculture_Industry_Index
2021-07-14,16150.47057235421
2021-07-13,16270.869330453566
2021-07-12,16123.944384449245
2021-07-09,16852.169006479482
2021-07-08,16938.380129589634
2021-07-07,16936.359611231102
2021-07-06,16860.8282937365
2021-07-05,17625.045626349893
2021-07-02,18071.259449244062
2021-07-01,18470.920626349893
2021-06-30,18462.89524838013
2021-06-29,18687.411987041036
2021-06-28,18794.175485961125
2021-06-25,18585.70410367171
2021-06-24,18195.534827213825
2021-06-23,18328.136879049674
2021-06-22,18625.703833693304
2021-06-21,18761.463012958964
2021-06-18,18794.45761339093
2021-06-17,18789.427375809937
2021-06-16,18617.195734341254
2021-06-15,17807.215982721384
2021-06-14,17701.924406047518
2021-06-11,17557.389308855294
2021-06-10,17475.074244060474
2021-06-09,17563.98920086393
2021-06-08,17328.166306695464
2021-06-07,17885.46706263499
2021-06-04,17530.245410367173
2021-06-03,17630.21409287257
2021-06-02,17495.813444924406
2021-06-01,17008.095842332616
2021-05-31,17082.375
2021-05-28,16635.41873650108
2021-05-27,16152.968412526996
2021-05-26,16523.708693304536
2021-05-25,16603.8590712743
2021-05-24,16672.37958963283
2021-05-21,16405.619600431964
2021-05-20,16090.528617710586
2021-05-19,16208.853941684663
2021-05-18,16255.901997840176
2021-05-17,16330.325863930888
2021-05-14,16826.140388768898
2021-05-13,16883.66711663067
2021-05-12,16952.46544276458
2021-05-11,16689.954373650107
2021-05-10,16545.692764578835
2021-05-07,16514.30345572354
2021-05-06,16615.617710583152
2021-05-05,16533.82667386609
2021-05-04,16067.616090712745
2021-04-29,15946.812365010801
2021-04-28,15967.816684665228
2021-04-27,15833.416036717063
2021-04-26,15906.405777537799
2021-04-23,16275.063444924406
2021-04-22,16175.927375809937
2021-04-20,16887.94357451404
2021-04-19,16945.91414686825
2021-04-16,16873.698704103674
2021-04-15,16892.018088552915
2021-04-14,17048.683315334772
2021-04-13,16965.34719222462
2021-04-12,17478.18574514039
2021-04-09,17380.777537796977
2021-04-08,17363.28590712743
2021-04-07,17324.321814254858
2021-04-06,17251.56884449244
2021-04-05,17336.7340712743
2021-04-02,17514.941144708424
2021-04-01,17560.19195464363
2021-03-31,17139.848812095035
2021-03-30,17163.91549676026
2021-03-29,17090.589902807777
2021-03-26,16866.199244060477
2021-03-25,16977.5469762419
2021-03-24,17009.125809935205
2021-03-23,17172.599622030237
2021-03-22,17514.041036717063
2021-03-19,17639.590712742982
2021-03-18,17596.1241900648
2021-03-17,17350.833423326134
2021-03-16,17374.350971922246
2021-03-15,17213.711663066955
2021-03-12,17043.26835853132
2021-03-11,17118.313174946004
2021-03-10,17016.7024838013
2021-03-09,16918.122300215982
2021-03-08,16612.905237580995
2021-03-05,16415.18547516199
2021-03-04,16563.829373650107
2021-03-03,16546.182775377973
2021-03-02,16285.918196544279
2021-03-01,16185.249460043198
2021-02-26,16017.052915766739
2021-02-25,15835.33423326134
2021-02-24,15812.85610151188
2021-02-23,16086.835583153348
2021-02-22,16304.7656587473
2021-02-19,16331.154157667386
2021-02-18,15979.974892008639
2021-02-17,15593.58882289417
2021-02-09,15203.057235421167
2021-02-08,14875.137958963285
2021-02-05,15418.186285097194
2021-02-04,14973.410097192225
2021-02-03,14924.678995680348
2021-02-02,14394.079913606913
2021-02-01,14121.653887688983
2021-01-29,14723.615010799138
2021-01-28,14454.751889848812
2021-01-27,15361.192764578835
2021-01-26,16105.80615550756
2021-01-25,16836.63876889849
2021-01-22,16977.899568034558
2021-01-21,17126.25620950324
2021-01-20,16891.64551835853
2021-01-19,16986.296166306693
2021-01-18,17879.751889848812
2021-01-15,18297.84206263499
2021-01-14,18228.92656587473
2021-01-13,17753.444654427647
2021-01-12,17496.648758099353
2021-01-11,17500.106911447085
2021-01-08,17593.1247300216
2021-01-07,17404.487041036722
2021-01-06,17269.488120950326
2021-01-05,17240.795626349893
2021-01-04,17387.806425485964
2020-12-31,17170.214902807777
2020-12-30,16971.21409287257
2020-12-29,17127.747570194384
2020-12-28,16446.514308855294
2020-12-25,15908.826943844493
2020-12-24,15432.380939524835
2020-12-23,15716.12796976242
2020-12-22,15883.105021598274
2020-12-21,15575.176835853134
2020-12-18,15427.590712742982
2020-12-17,14970.738660907129
2020-12-16,14991.537257019438
2020-12-15,14650.257019438446
2020-12-14,14384.028617710583
2020-12-11,14131.871760259182
2020-12-10,13858.966522678185
2020-12-09,13856.014848812096
2020-12-08,13702.45923326134
2020-12-07,13553.348542116632
2020-12-04,13490.936285097192
2020-12-03,13513.031587473004
2020-12-02,13498.064254859612
2020-12-01,13501.970842332614
2020-11-30,13459.57343412527
2020-11-27,13654.801565874728
2020-11-26,13660.49352051836
2020-11-25,13621.724622030237
2020-11-24,13656.620950323975
2020-11-23,13763.021598272138
2020-11-20,13665.969492440605
2020-11-19,13330.388228941685
2020-11-18,13331.965172786178
2020-11-17,13299.134989200866
2020-11-16,13254.630939524839
2020-11-13,13267.124460043198
2020-11-12,13169.607451403886
2020-11-11,13134.491360691143
2020-11-10,13165.772948164147
2020-11-09,13258.406047516199
2020-11-06,13231.916846652268
2020-11-05,13264.957343412529
2020-11-04,13301.030777537799
2020-11-03,13174.853401727863
2020-11-02,13121.268358531317
2020-10-30,13024.975701943848
2020-10-29,13133.28887688985
2020-10-28,13129.725161987042
2020-10-27,13241.959503239741
2020-10-26,13273.92953563715
2020-10-23,13422.228941684665
2020-10-22,13400.748380129591
2020-10-21,13465.43574514039
2020-10-20,13514.091792656587
2020-10-19,13375.682505399569
2020-10-16,13272.367440604754
2020-10-15,13479.114740820734
2020-10-14,13886.160907127429
2020-10-13,13827.029427645788
2020-10-12,13778.661177105834
2020-10-09,13988.805885529158
2020-10-08,14039.993790496761
2020-10-07,14114.563444924408
2020-10-06,14195.255399568036
2020-10-05,14208.64848812095
2020-10-02,14092.065064794819
2020-10-01,14214.847732181424
2020-09-30,14048.736771058315
2020-09-29,14020.226241900647
2020-09-28,13955.390658747303
2020-09-25,13984.370950323975
2020-09-24,14077.70005399568
2020-09-23,14064.208153347732
2020-09-22,13954.975971922246
2020-09-21,14012.75458963283
2020-09-18,13931.911717062638
2020-09-17,13958.227591792658
2020-09-16,14037.333153347734
2020-09-15,14114.684395248381
2020-09-14,14325.606641468683
2020-09-11,14270.867440604752
2020-09-10,14103.423596112312
2020-09-09,14205.215442764578
2020-09-08,13948.810745140388
2020-09-07,13653.255669546437
2020-09-04,13653.988390928725
2020-09-03,13687.257019438444
2020-09-01,13426.60610151188
2020-08-31,13359.620140388772
2020-08-28,13459.89848812095
2020-08-27,13439.468952483803
2020-08-26,13378.66063714903
2020-08-25,13513.367980561556
2020-08-24,13497.225971922246
2020-08-21,13406.574244060475
2020-08-20,13233.518358531317
2020-08-19,13277.605021598272
2020-08-18,13142.451133909288
2020-08-17,13093.37311015119
2020-08-14,13193.007019438446
2020-08-13,13242.44087473002
2020-08-12,13215.443034557235
2020-08-11,13313.85610151188
2020-08-10,13353.257019438446
2020-08-07,13244.262958963285
2020-08-06,13162.847462203024
2020-08-05,13150.822084233263
2020-08-04,13038.718412526998
2020-08-03,13042.509989200866
2020-07-31,12610.880399568036
2020-07-30,12714.520788336933
2020-07-29,12681.56695464363
2020-07-28,13147.43304535637
2020-07-27,12709.191144708426
2020-07-24,13362.412796976243
2020-07-23,13936.346652267819
2020-07-22,13854.296166306696
2020-07-21,13727.417926565875
2020-07-20,13708.164956803455
2020-07-17,13815.194114470843
2020-07-16,13622.384989200864
2020-07-15,13294.69087473002
2020-07-14,13377.469492440607
2020-07-13,13475.346922246219
2020-07-10,13545.936555075594
2020-07-09,13537.558315334774
2020-07-08,13307.96085313175
2020-07-07,13315.852051835853
2020-07-06,13545.256209503239
2020-07-03,13455.929265658748
2020-07-02,13658.24244060475
2020-07-01,13460.2813174946
2020-06-30,13294.646868250542
2020-06-29,13615.391738660906
2020-06-26,13978.630399568034
2020-06-25,14020.59827213823
2020-06-24,13873.9219762419
2020-06-23,14111.129049676027
2020-06-22,14445.011069114471
2020-06-19,14149.752699784018
2020-06-18,13692.87958963283
2020-06-17,13655.45599352052
2020-06-16,13626.64362850972
2020-06-15,13236.500000000002
2020-06-12,13607.891738660908
2020-06-11,13951.905777537799
2020-06-10,14553.269168466522
2020-06-09,14885.685745140388
2020-06-08,15155.730021598272
2020-06-05,14739.554967602591
2020-06-04,14311.194546436285
2020-06-03,13893.616792656587
2020-06-02,13586.475539956806
2020-06-01,13566.872948164148
2020-05-29,13200.356749460043
2020-05-28,12913.371220302377
2020-05-27,12589.023596112313
2020-05-26,12949.122786177108
2020-05-25,12803.878617710583
2020-05-22,12260.86403887689
2020-05-21,12180.014956803458
2020-05-20,12042.210043196545
2020-05-19,12058.691306695466
2020-05-18,12003.523866090713
2020-05-15,11789.542764578835
2020-05-14,11953.157775377971
2020-05-13,12017.196112311016
2020-05-12,12051.552861771059
2020-05-11,11865.15269978402
2020-05-08,11692.312850971924
2020-05-07,11790.752159827214
2020-05-06,11609.100917926567
2020-05-05,11341.761717062636
2020-05-04,11306.07813174946
2020-04-29,11519.28601511879
2020-04-28,11689.670518358533
2020-04-27,11388.570680345572
2020-04-24,11209.19206263499
2020-04-23,11195.37294816415
2020-04-22,11263.182667386609
2020-04-21,11039.130291576676
2020-04-20,11392.126457883369
2020-04-17,11615.044168466524
2020-04-16,11376.301133909288
2020-04-15,11049.869438444925
2020-04-14,10877.900755939525
2020-04-13,10782.266360691145
2020-04-10,10580.425647948165
